ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_HOUSING_TYPE,MONTHS_EMPLOYED,timespan,paid_off,pastdue_1-29,pastdue_30-59,pastdue_60-89,pastdue_90-119,pastdue_120-149,pastdue_over_150,no_loan,Score,label,bin_labels
5008920,0,1,297000.0,Rented apartment,107,16,4,10,1,0,0,0,0,1,761.5416666666666,4,1
5008921,0,1,297000.0,Rented apartment,107,14,13,1,0,0,0,0,0,0,791.3333333333334,4,1
5008922,0,1,297000.0,Rented apartment,107,14,2,10,1,0,0,0,0,1,743.2083333333334,4,1
5008923,0,1,297000.0,Rented apartment,107,13,12,1,0,0,0,0,0,0,782.1666666666667,4,1
5008924,0,1,297000.0,Rented apartment,107,13,12,0,0,0,0,0,0,1,734.0416666666667,3,0
5008925,0,1,297000.0,Rented apartment,107,13,12,1,0,0,0,0,0,0,782.1666666666667,4,1
5008926,0,1,297000.0,Rented apartment,107,12,0,10,1,0,0,0,0,1,705.625,3,0
5008927,0,1,297000.0,Rented apartment,107,10,9,1,0,0,0,0,0,0,754.6666666666667,4,1
5008928,0,1,297000.0,Rented apartment,107,10,0,8,1,0,0,0,0,1,687.2916666666667,3,0
5008929,0,1,297000.0,Rented apartment,107,8,7,1,0,0,0,0,0,0,736.3333333333333,3,0
5008930,0,1,297000.0,Rented apartment,107,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5008931,0,1,297000.0,Rented apartment,107,6,5,1,0,0,0,0,0,0,718.0,3,0
5008932,0,1,297000.0,Rented apartment,107,6,0,5,0,0,0,0,0,1,650.625,2,0
5008933,0,1,297000.0,Rented apartment,107,6,5,1,0,0,0,0,0,0,718.0,3,0
5008934,0,1,297000.0,Rented apartment,107,5,5,0,0,0,0,0,0,0,708.8333333333333,3,0
5008935,0,1,297000.0,Rented apartment,107,5,4,1,0,0,0,0,0,0,708.8333333333333,3,0
5008936,0,1,297000.0,Rented apartment,107,4,4,0,0,0,0,0,0,0,699.6666666666667,3,0
5008937,0,1,297000.0,Rented apartment,107,2,1,1,0,0,0,0,0,0,681.3333333333333,3,0
5008938,0,1,297000.0,Rented apartment,107,2,2,0,0,0,0,0,0,0,681.3333333333333,3,0
5008939,0,1,297000.0,Rented apartment,107,1,1,0,0,0,0,0,0,0,672.1666666666667,3,0
5008940,0,1,297000.0,Rented apartment,107,2,1,1,0,0,0,0,0,0,681.3333333333333,3,0
5008941,0,1,297000.0,Rented apartment,107,8,8,0,0,0,0,0,0,0,736.3333333333333,3,0
5008942,0,0,157500.0,House / apartment,161,16,0,12,3,0,0,0,0,1,709.2916666666666,3,0
5008943,0,0,157500.0,House / apartment,161,15,0,0,0,0,0,0,0,15,671.25,3,0
5008944,0,0,157500.0,House / apartment,161,16,0,12,3,0,0,0,0,1,709.2916666666666,3,0
5008945,0,0,157500.0,House / apartment,161,16,0,12,3,0,0,0,0,1,709.2916666666666,3,0
5008946,0,0,157500.0,House / apartment,161,16,0,12,3,0,0,0,0,1,709.2916666666666,3,0
5008947,0,1,135000.0,House / apartment,46,13,0,0,0,0,0,0,0,13,677.6666666666667,3,0
5008948,0,1,135000.0,House / apartment,46,13,0,0,0,0,0,0,0,13,677.6666666666667,3,0
5008949,0,1,135000.0,House / apartment,46,1,0,0,0,0,0,0,0,1,567.6666666666667,1,0
5008950,0,1,135000.0,House / apartment,46,13,0,0,0,0,0,0,0,13,677.6666666666667,3,0
5008951,0,1,225000.0,House / apartment,93,46,40,6,0,0,0,0,0,0,828.0,5,1
5008952,0,1,225000.0,House / apartment,93,46,0,0,0,0,0,0,0,46,731.75,3,0
5008953,0,1,225000.0,House / apartment,93,28,0,0,0,0,0,0,0,28,731.75,3,0
5008954,0,1,225000.0,House / apartment,93,6,0,6,0,0,0,0,0,0,718.0,3,0
5008955,1,1,135000.0,House / apartment,57,5,0,5,0,0,0,0,0,0,722.5833333333333,3,0
5008956,1,1,135000.0,House / apartment,57,40,35,5,0,0,0,0,0,0,841.75,5,1
5008957,1,1,135000.0,House / apartment,57,40,35,5,0,0,0,0,0,0,841.75,5,1
5008958,1,1,135000.0,House / apartment,57,4,0,4,0,0,0,0,0,0,713.4166666666667,3,0
5008959,1,1,135000.0,House / apartment,57,16,4,12,0,0,0,0,0,0,823.4166666666666,5,1
5008960,1,1,135000.0,House / apartment,57,29,17,12,0,0,0,0,0,0,841.75,5,1
5008962,1,1,135000.0,House / apartment,57,27,17,9,0,0,0,0,0,1,793.625,4,1
5008963,1,1,135000.0,House / apartment,57,39,29,9,0,0,0,0,0,1,793.625,4,1
5008966,0,1,157500.0,House / apartment,29,16,0,14,1,0,0,0,0,1,750.8472222222222,4,1
5008967,0,1,157500.0,House / apartment,29,22,0,14,0,0,0,0,0,8,749.9305555555555,4,1
5008971,0,1,157500.0,House / apartment,29,5,0,5,0,0,0,0,0,0,698.1388888888889,3,0
5008973,0,1,157500.0,House / apartment,29,5,0,5,0,0,0,0,0,0,698.1388888888889,3,0
5008974,0,1,112500.0,House / apartment,0,3,0,2,0,0,0,0,0,1,547.5,1,0
5008975,0,1,112500.0,House / apartment,0,22,0,19,2,0,0,0,0,1,704.25,3,0
5008976,0,1,112500.0,House / apartment,0,2,0,2,0,0,0,0,0,0,605.7083333333333,2,0
5008977,0,1,112500.0,House / apartment,0,24,0,24,0,0,0,0,0,0,752.375,4,1
5008978,0,1,112500.0,House / apartment,0,22,0,19,2,0,0,0,0,1,704.25,3,0
5008979,0,1,112500.0,House / apartment,0,38,30,8,0,0,0,0,0,0,752.375,4,1
5008980,0,1,112500.0,House / apartment,0,51,33,18,0,0,0,0,0,0,752.375,4,1
5008981,1,1,112500.0,House / apartment,79,11,0,0,0,0,0,0,0,11,668.9583333333334,2,0
5008983,1,1,112500.0,House / apartment,79,12,0,0,0,0,0,0,0,12,678.125,3,0
5008984,1,1,112500.0,House / apartment,79,59,3,0,0,0,0,0,0,56,733.125,3,0
5008986,1,1,112500.0,House / apartment,79,11,0,0,0,0,0,0,0,11,668.9583333333334,2,0
5008987,1,1,112500.0,House / apartment,79,11,8,3,0,0,0,0,0,0,765.2083333333334,4,1
5008988,1,1,112500.0,House / apartment,79,17,0,0,0,0,0,0,0,17,723.9583333333334,3,0
5008991,1,1,270000.0,House / apartment,39,29,0,26,0,0,0,0,0,3,801.875,5,1
5008992,1,1,270000.0,House / apartment,39,7,5,1,0,0,0,0,0,1,701.0416666666667,3,0
5008993,1,1,270000.0,House / apartment,39,18,0,18,0,0,0,0,0,0,850.0,5,1
5008994,1,1,270000.0,House / apartment,39,20,0,17,0,0,0,0,0,3,801.875,5,1
5008995,1,1,270000.0,House / apartment,39,19,0,18,0,0,0,0,0,1,801.875,5,1
5008998,1,1,270000.0,House / apartment,27,4,0,0,0,0,0,0,0,4,611.6666666666667,2,0
5008999,1,1,270000.0,House / apartment,27,4,0,0,0,0,0,0,0,4,611.6666666666667,2,0
5009000,1,1,157500.0,House / apartment,27,23,14,9,0,0,0,0,0,0,836.25,5,1
5009001,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009002,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009005,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009006,0,1,166500.0,House / apartment,209,11,0,7,0,0,0,0,0,4,696.4583333333334,3,0
5009007,0,1,166500.0,House / apartment,209,11,0,7,0,0,0,0,0,4,696.4583333333334,3,0
5009008,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009009,0,1,166500.0,House / apartment,209,11,0,7,0,0,0,0,0,4,696.4583333333334,3,0
5009010,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009012,0,1,166500.0,House / apartment,209,6,0,3,0,0,0,0,0,3,621.75,2,0
5009014,0,1,166500.0,House / apartment,209,7,0,6,0,0,0,0,0,1,679.0416666666667,3,0
5009016,0,1,216000.0,House / apartment,103,25,19,6,0,0,0,0,0,0,828.0,5,1
5009018,0,1,216000.0,House / apartment,103,13,9,3,0,0,0,0,0,1,734.0416666666667,3,0
5009019,0,1,216000.0,House / apartment,103,33,0,33,0,0,0,0,0,0,828.0,5,1
5009020,0,1,216000.0,House / apartment,103,25,13,12,0,0,0,0,0,0,828.0,5,1
5009022,0,1,216000.0,House / apartment,103,40,34,6,0,0,0,0,0,0,828.0,5,1
5009023,0,1,216000.0,House / apartment,103,36,30,6,0,0,0,0,0,0,828.0,5,1
5009024,0,1,216000.0,House / apartment,103,9,3,6,0,0,0,0,0,0,745.5,4,1
5009025,0,1,216000.0,House / apartment,103,34,28,6,0,0,0,0,0,0,828.0,5,1
5009027,1,1,270000.0,House / apartment,361,22,0,15,0,0,0,0,0,7,782.625,4,1
5009028,1,1,225000.0,House / apartment,92,11,0,9,1,0,0,0,0,1,718.4583333333334,3,0
5009029,1,1,225000.0,House / apartment,92,16,15,0,0,0,0,0,0,1,783.5416666666666,4,1
5009031,0,1,315000.0,House / apartment,39,14,2,2,0,0,0,0,0,10,695.0833333333334,3,0
5009032,0,1,315000.0,House / apartment,39,14,2,2,0,0,0,0,0,10,695.0833333333334,3,0
5009033,0,0,255150.0,Rented apartment,0,17,0,4,0,0,0,0,0,13,634.5833333333334,2,0
5009034,0,0,255150.0,Rented apartment,0,18,7,11,0,0,0,0,0,0,740.0,4,1
5009035,0,0,255150.0,Rented apartment,0,6,0,4,0,0,0,0,0,2,562.625,1,0
5009036,0,0,255150.0,Rented apartment,0,19,11,5,0,0,0,0,0,3,547.5,1,0
5009037,0,0,255150.0,Rented apartment,0,20,0,4,0,0,0,0,0,16,643.75,2,0
5009038,0,0,255150.0,Rented apartment,0,13,0,4,0,0,0,0,0,9,597.9166666666667,2,0
5009039,0,1,157500.0,House / apartment,18,9,6,1,0,0,0,0,0,2,525.5,1,0
5009040,0,1,157500.0,House / apartment,18,4,1,1,0,0,0,0,0,2,575.9166666666667,1,0
5009042,0,1,148500.0,House / apartment,29,21,0,8,0,0,0,0,0,13,720.2305555555555,3,0
5009043,0,1,148500.0,House / apartment,29,19,0,15,0,0,0,0,0,4,749.1055555555555,4,1
5009044,0,1,148500.0,House / apartment,29,15,0,13,1,0,0,0,0,1,740.8555555555555,4,1
5009045,0,1,148500.0,House / apartment,29,15,0,13,1,0,0,0,0,1,740.8555555555555,4,1
5009046,0,1,148500.0,House / apartment,29,8,0,4,0,0,0,0,0,4,628.5638888888889,2,0
5009047,0,1,148500.0,House / apartment,29,12,0,11,0,0,0,0,0,1,713.3555555555556,3,0
5009050,0,1,202500.0,House / apartment,76,14,8,6,0,0,0,0,0,0,791.3333333333334,4,1
5009051,0,1,202500.0,House / apartment,76,43,20,22,1,0,0,0,0,0,779.875,4,1
5009052,0,1,202500.0,House / apartment,76,48,31,17,0,0,0,0,0,0,828.0,5,1
5009053,0,1,202500.0,House / apartment,76,14,8,6,0,0,0,0,0,0,791.3333333333334,4,1
5009055,0,1,202500.0,House / apartment,76,14,0,1,0,0,0,0,0,13,695.0833333333334,3,0
5009056,0,1,202500.0,House / apartment,29,10,0,10,0,0,0,0,0,0,743.9722222222223,4,1
5009057,0,1,202500.0,House / apartment,29,10,0,10,0,0,0,0,0,0,743.9722222222223,4,1
5009058,1,1,112500.0,House / apartment,26,1,0,0,0,0,0,0,0,1,562.0138888888889,1,0
5009060,0,1,94500.0,House / apartment,0,4,0,4,0,0,0,0,0,0,614.1416666666667,2,0
5009062,1,1,315000.0,House / apartment,69,38,16,3,0,0,0,0,0,19,753.75,4,1
5009063,1,1,315000.0,House / apartment,69,28,6,3,0,0,0,0,0,19,753.75,4,1
5009064,1,1,315000.0,House / apartment,69,5,0,0,0,0,0,0,0,5,634.5833333333333,2,0
5009065,1,1,315000.0,House / apartment,69,11,0,0,0,0,0,0,0,11,689.5833333333334,3,0
5009066,1,1,315000.0,House / apartment,69,16,0,14,0,0,0,0,0,2,783.5416666666666,4,1
5009067,1,1,315000.0,House / apartment,69,5,0,4,0,0,0,0,0,1,663.4583333333333,2,0
5009068,1,1,315000.0,House / apartment,69,23,1,3,0,0,0,0,0,19,753.75,4,1
5009069,1,1,315000.0,House / apartment,69,36,14,20,0,0,0,0,0,2,801.875,5,1
5009070,1,1,315000.0,House / apartment,69,38,16,3,0,0,0,0,0,19,753.75,4,1
5009071,1,1,270000.0,Municipal apartment,105,21,9,7,0,0,0,0,0,5,657.5,2,0
5009072,1,1,270000.0,Municipal apartment,105,24,12,7,0,0,0,0,0,5,657.5,2,0
5009074,1,1,450000.0,House / apartment,23,23,0,23,0,0,0,0,0,0,830.1388888888889,5,1
5009075,1,1,450000.0,House / apartment,23,24,0,23,0,0,0,0,0,1,782.0138888888889,4,1
5009078,0,1,180000.0,With parents,42,31,25,6,0,0,0,0,0,0,828.0,5,1
5009079,0,1,112500.0,House / apartment,105,44,36,8,0,0,0,0,0,0,807.375,5,1
5009080,0,1,112500.0,House / apartment,105,16,4,8,4,0,0,0,0,0,721.6666666666666,3,0
5009081,0,1,112500.0,House / apartment,105,17,0,11,0,0,0,0,0,6,730.8333333333334,3,0
5009083,0,1,90000.0,House / apartment,191,48,39,0,0,0,0,0,0,9,602.5,2,0
5009084,0,1,90000.0,House / apartment,191,3,0,3,0,0,0,0,0,0,657.5,2,0
5009088,1,0,202500.0,House / apartment,99,41,0,32,0,0,0,0,0,9,749.625,4,1
5009089,1,0,202500.0,House / apartment,99,40,0,32,0,0,0,0,0,8,749.625,4,1
5009090,1,1,247500.0,House / apartment,134,14,0,14,0,0,0,0,0,0,813.3333333333334,5,1
5009092,1,1,765000.0,House / apartment,39,4,0,2,2,0,0,0,0,0,654.2916666666667,2,0
5009094,1,1,765000.0,House / apartment,39,4,0,4,0,0,0,0,0,0,721.6666666666667,3,0
5009095,1,1,765000.0,House / apartment,39,4,0,4,0,0,0,0,0,0,721.6666666666667,3,0
5009096,0,1,270000.0,House / apartment,146,25,20,4,0,0,0,0,0,1,779.875,4,1
5009097,0,1,270000.0,House / apartment,146,15,0,14,0,0,0,0,0,1,752.375,4,1
5009098,0,1,270000.0,House / apartment,146,18,13,4,0,0,0,0,0,1,779.875,4,1
5009099,0,1,315000.0,House / apartment,18,29,0,10,0,0,0,0,0,19,704.25,3,0
5009100,0,1,315000.0,House / apartment,18,28,0,10,0,0,0,0,0,18,704.25,3,0
5009103,1,1,157500.0,With parents,135,39,30,7,0,0,0,0,0,2,801.875,5,1
5009104,1,1,157500.0,With parents,135,28,0,0,0,0,0,0,0,28,753.75,4,1
5009105,1,1,157500.0,With parents,135,31,0,0,0,0,0,0,0,31,753.75,4,1
5009106,1,1,157500.0,With parents,135,61,0,0,0,0,0,0,0,61,753.75,4,1
5009108,0,1,360000.0,House / apartment,91,8,0,8,0,0,0,0,0,0,736.3333333333333,3,0
5009109,0,1,360000.0,House / apartment,91,21,11,10,0,0,0,0,0,0,828.0,5,1
5009110,0,1,112500.0,House / apartment,10,4,0,3,1,0,0,0,0,0,571.9444444444445,1,0
5009116,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009117,0,0,157500.0,With parents,14,50,45,4,0,0,0,0,0,1,713.2638888888889,3,0
5009118,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009120,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009122,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009123,0,0,157500.0,With parents,14,44,39,4,0,0,0,0,0,1,713.2638888888889,3,0
5009124,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009125,0,0,157500.0,With parents,14,47,42,4,0,0,0,0,0,1,713.2638888888889,3,0
5009126,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009127,0,0,157500.0,With parents,14,23,18,4,0,0,0,0,0,1,713.2638888888889,3,0
5009128,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009129,0,0,157500.0,With parents,14,12,8,4,0,0,0,0,0,0,706.3888888888889,3,0
5009130,0,0,157500.0,With parents,14,23,18,4,0,0,0,0,0,1,713.2638888888889,3,0
5009131,0,0,157500.0,With parents,14,13,9,4,0,0,0,0,0,0,715.5555555555555,3,0
5009133,0,1,382500.0,House / apartment,0,17,9,3,0,0,0,0,0,5,571.3333333333334,1,0
5009134,0,1,382500.0,House / apartment,0,17,12,5,0,0,0,0,0,0,763.8333333333334,4,1
5009135,0,1,382500.0,House / apartment,0,10,0,8,0,0,0,0,0,2,632.2916666666667,2,0
5009136,0,1,382500.0,House / apartment,0,16,10,6,0,0,0,0,0,0,754.6666666666666,4,1
5009137,0,1,382500.0,House / apartment,0,10,0,8,0,0,0,0,0,2,632.2916666666667,2,0
5009138,0,1,382500.0,House / apartment,0,17,0,5,1,0,0,0,0,11,667.5833333333334,2,0
5009139,0,1,382500.0,House / apartment,0,9,0,8,0,0,0,0,0,1,642.375,2,0
5009140,0,1,382500.0,House / apartment,0,10,0,8,0,0,0,0,0,2,632.2916666666667,2,0
5009141,0,0,135000.0,House / apartment,52,34,26,8,0,0,0,0,0,0,786.75,4,1
5009142,0,0,135000.0,House / apartment,52,12,4,8,0,0,0,0,0,0,731.75,3,0
5009143,1,0,225000.0,House / apartment,0,12,2,9,1,0,0,0,0,0,658.875,2,0
